transaction_id,user_id,amount,currency,merchant,location,timestamp
txn_00223,user_116,1738.53,USD,QuickLoans,NG,2026-01-04T12:55:14.708911
txn_00224,user_113,6.65,USD,Starbucks,US,2025-12-23T13:55:14.708915
txn_00225,user_039,4451.44,USD,QuickLoans,NG,2026-01-04T22:55:14.708918
txn_00226,user_209,60.17,USD,Spotify,IN,2025-11-14T05:55:14.708922
txn_00227,user_318,80.62,USD,Spotify,IN,2025-10-06T23:55:14.708925
txn_00228,user_496,1811.17,USD,LuxuryStore,CN,2026-01-04T03:55:14.708928
txn_00229,user_190,30.16,USD,Amazon,IN,2025-12-23T18:55:14.708932
txn_00230,user_246,68.44,USD,Uber,US,2025-11-03T22:55:14.708935
txn_00231,user_062,4491.48,USD,Exotic Jewelry,RU,2026-01-03T23:55:14.708938
txn_00232,user_361,97.95,USD,Netflix,US,2025-12-13T17:55:14.708941
txn_00233,user_073,84.79,USD,Software Store,US,2025-10-22T19:55:14.708944
txn_00234,user_019,63.74,USD,TravelHub,IN,2025-12-31T01:55:14.708947
txn_00235,user_136,40.93,USD,TravelHub,US,2025-11-14T04:55:14.708950
txn_00236,user_211,63.29,USD,McDonalds,GB,2025-12-29T07:55:14.708953
txn_00237,user_171,66.56,USD,Netflix,GB,2025-10-08T15:55:14.708956
txn_00238,user_330,38.79,USD,Spotify,US,2025-12-18T15:55:14.708960
txn_00239,user_237,39.53,USD,Netflix,US,2025-10-07T21:55:14.708963
txn_00240,user_412,71.55,USD,Netflix,IN,2025-10-07T07:55:14.708966
txn_00241,user_233,32.27,USD,Spotify,IN,2025-12-10T04:55:14.708969
txn_00242,user_104,4749.33,USD,Online Gaming Co,RU,2026-01-04T21:55:14.708972
txn_00243,user_263,33.97,USD,Amazon,IN,2025-10-11T01:55:14.708975
txn_00244,user_121,77.32,USD,Netflix,GB,2025-12-18T13:55:14.708979
txn_00245,user_230,78.62,USD,TravelHub,US,2025-11-11T07:55:14.708982
txn_00246,user_089,63.46,USD,Starbucks,US,2025-10-15T12:55:14.708985
txn_00247,user_451,4022.06,USD,QuickLoans,RU,2026-01-05T02:55:14.708988
txn_00248,user_188,12.6,USD,Local Grocery,US,2025-12-21T02:55:14.708992
txn_00249,user_177,760.65,USD,AdultWorld,NG,2026-01-04T22:55:14.708995
txn_00250,user_339,1118.8,USD,QuickLoans,BR,2026-01-04T02:55:14.708998
txn_00251,user_394,25.8,USD,Uber,GB,2025-10-14T19:55:14.709002
txn_00252,user_267,49.65,USD,Netflix,US,2025-10-24T19:55:14.709005
txn_00253,user_174,64.35,USD,Amazon,US,2025-10-29T12:55:14.709008
txn_00254,user_351,5.79,USD,TravelHub,IN,2025-10-17T08:55:14.709012
txn_00255,user_211,4149.76,USD,QuickLoans,CN,2026-01-04T07:55:14.709014
txn_00256,user_457,13.53,USD,Software Store,US,2025-11-26T13:55:14.709018
txn_00257,user_001,67.69,USD,TravelHub,GB,2025-10-24T13:55:14.709021
txn_00258,user_255,73.34,USD,Uber,IN,2025-12-28T20:55:14.709024
txn_00259,user_493,1258.56,USD,Online Gaming Co,BR,2026-01-03T17:55:14.709027
txn_00260,user_333,69.29,USD,Starbucks,IN,2025-11-09T15:55:14.709030
txn_00261,user_035,95.24,USD,Uber,US,2025-12-19T01:55:14.709033
txn_00262,user_353,14.65,USD,Local Grocery,IN,2025-12-25T05:55:14.709037
txn_00263,user_272,59.58,USD,Software Store,GB,2025-12-11T12:55:14.709041
txn_00264,user_043,13.82,USD,Local Grocery,IN,2025-12-13T03:55:14.709044
txn_00265,user_275,95.72,USD,Starbucks,US,2025-11-12T11:55:14.709048
txn_00266,user_064,54.28,USD,Starbucks,IN,2025-10-15T22:55:14.709051
txn_00267,user_388,53.13,USD,Amazon,GB,2025-11-15T10:55:14.709054
txn_00268,user_297,4121.96,USD,AdultWorld,RU,2026-01-03T23:55:14.709057
txn_00269,user_337,96.48,USD,Local Grocery,IN,2025-11-16T07:55:14.709060
txn_00270,user_431,49.08,USD,Starbucks,IN,2025-12-10T21:55:14.709063
txn_00271,user_460,66.61,USD,Spotify,IN,2025-12-21T11:55:14.709066
txn_00272,user_194,89.48,USD,Software Store,GB,2025-11-20T06:55:14.709070
txn_00273,user_399,19.65,USD,Electronics Hub,IN,2025-11-01T11:55:14.709073
txn_00274,user_004,67.18,USD,Spotify,IN,2025-11-18T00:55:14.709076
txn_00275,user_385,28.54,USD,Electronics Hub,GB,2025-12-10T06:55:14.709079
txn_00276,user_255,89.01,USD,Spotify,US,2025-12-28T21:55:14.709084
txn_00277,user_475,62.72,USD,Amazon,US,2025-11-26T16:55:14.709087
txn_00278,user_228,23.16,USD,Local Grocery,GB,2025-12-09T18:55:14.709090
txn_00279,user_471,1292.54,USD,LuxuryStore,CN,2026-01-04T16:55:14.709093
txn_00280,user_351,4747.95,USD,Online Gaming Co,RU,2026-01-04T03:55:14.709096
txn_00281,user_413,78.47,USD,Netflix,IN,2025-10-17T07:55:14.709099
txn_00282,user_081,38.72,USD,Software Store,IN,2025-12-23T06:55:14.709103
txn_00283,user_121,3519.75,USD,LuxuryStore,RU,2026-01-04T09:55:14.709108
txn_00284,user_388,39.77,USD,Software Store,IN,2025-10-08T05:55:14.709111
txn_00285,user_446,47.15,USD,McDonalds,GB,2025-10-09T06:55:14.709114
txn_00286,user_302,38.65,USD,Netflix,IN,2025-12-05T11:55:14.709117
txn_00287,user_304,2413.56,USD,QuickLoans,CN,2026-01-04T17:55:14.709120
txn_00288,user_179,76.23,USD,Spotify,GB,2025-11-19T17:55:14.709124
txn_00289,user_194,97.17,USD,Uber,IN,2025-11-22T15:55:14.709127
txn_00290,user_275,18.94,USD,TravelHub,IN,2026-01-02T23:55:14.709130
txn_00291,user_333,618.85,USD,Exotic Jewelry,CN,2026-01-04T17:55:14.709133
txn_00292,user_265,95.99,USD,Local Grocery,US,2025-10-09T00:55:14.709136
txn_00293,user_117,48.34,USD,TravelHub,US,2025-10-31T03:55:14.709140
txn_00294,user_245,77.33,USD,Software Store,GB,2025-12-14T09:55:14.709143
txn_00295,user_487,51.85,USD,Amazon,IN,2025-11-04T15:55:14.709146
txn_00296,user_334,92.39,USD,TravelHub,IN,2026-01-04T22:55:14.709149
txn_00297,user_394,15.64,USD,Amazon,GB,2025-11-10T10:55:14.709153
txn_00298,user_200,96.35,USD,Amazon,US,2025-10-26T14:55:14.709156
txn_00299,user_242,54.06,USD,Uber,GB,2025-11-17T08:55:14.709159
txn_00300,user_174,22.25,USD,Amazon,IN,2025-12-15T05:55:14.709162
txn_00301,user_411,1942.45,USD,AdultWorld,NG,2026-01-04T13:55:14.709165
txn_00302,user_154,75.46,USD,Spotify,GB,2025-11-12T00:55:14.709169
txn_00303,user_363,33.47,USD,Netflix,US,2025-11-26T08:55:14.709172
txn_00304,user_366,40.06,USD,Uber,GB,2025-10-21T12:55:14.709175
txn_00305,user_268,85.17,USD,TravelHub,GB,2025-12-15T06:55:14.709179
txn_00306,user_267,16.15,USD,Spotify,US,2025-10-26T04:55:14.709182
txn_00307,user_194,94.02,USD,Local Grocery,US,2025-12-06T15:55:14.709185
txn_00308,user_451,36.07,USD,Local Grocery,US,2025-11-23T15:55:14.709188
txn_00309,user_235,86.3,USD,Software Store,US,2025-11-26T02:55:14.709191
txn_00310,user_358,38.18,USD,McDonalds,US,2025-12-05T23:55:14.709194
txn_00311,user_095,27.25,USD,Netflix,GB,2025-10-11T19:55:14.709197
txn_00312,user_088,37.89,USD,Netflix,GB,2025-11-17T23:55:14.709200
txn_00313,user_040,81.7,USD,Software Store,IN,2025-11-07T01:55:14.709204
txn_00314,user_414,4425.91,USD,Online Gaming Co,CN,2026-01-04T02:55:14.709207
txn_00315,user_359,94.87,USD,Uber,US,2025-12-31T20:55:14.709213
txn_00316,user_321,6.03,USD,Starbucks,GB,2025-11-15T08:55:14.709216
txn_00317,user_383,96.35,USD,Netflix,GB,2026-01-01T19:55:14.709219
txn_00318,user_434,85.25,USD,McDonalds,GB,2025-12-07T21:55:14.709222
txn_00319,user_047,69.18,USD,Uber,US,2025-10-07T03:55:14.709225
txn_00320,user_251,58.04,USD,Uber,IN,2025-12-28T20:55:14.709228
txn_00321,user_248,18.91,USD,Uber,GB,2025-11-02T12:55:14.709232
txn_00322,user_088,2371.28,USD,QuickLoans,CN,2026-01-04T17:55:14.709236
txn_00323,user_289,90.51,USD,Spotify,US,2025-12-06T13:55:14.709239
txn_00324,user_277,3961.32,USD,AdultWorld,NG,2026-01-05T07:55:14.709242
txn_00325,user_078,2272.52,USD,LuxuryStore,BR,2026-01-04T09:55:14.709245
txn_00326,user_321,30.73,USD,TravelHub,IN,2025-11-24T09:55:14.709248
txn_00327,user_340,35.95,USD,Amazon,GB,2025-10-30T23:55:14.709251
txn_00328,user_160,45.61,USD,TravelHub,US,2025-12-10T13:55:14.709256
txn_00329,user_152,86.53,USD,Netflix,US,2025-11-09T13:55:14.709259
txn_00330,user_045,69.48,USD,TravelHub,IN,2025-10-11T14:55:14.709263
txn_00331,user_317,534.25,USD,QuickLoans,BR,2026-01-03T18:55:14.709265
txn_00332,user_023,44.72,USD,Spotify,GB,2025-10-14T11:55:14.709268
